,Month,DayofMonth,DayOfWeek,FlightDate,Operating_Airline,Tail_Number,Flight_Number_Operating_Airline,OriginAirportID,Origin,OriginCityName,OriginState,DestAirportID,Dest,DestCityName,DestState,CRSDepTime,DepTime,DepDelay,DepDelayMinutes,DepDel15,DepartureDelayGroups,DepTimeBlk,CRSArrTime,ArrTime,ArrDelay,ArrDelayMinutes,ArrDel15,ArrivalDelayGroups,ArrTimeBlk,Cancelled,CancellationCode,Diverted,CRSElapsedTime,ActualElapsedTime,AirTime,Distance,DistanceGroup,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
352268,12,31,6,2022-12-31,OO,N308SY,4118,14122,PIT,"Pittsburgh, PA",PA,13487,MSP,"Minneapolis, MN",MN,1500,1453.0,-7.0,0.0,0.0,-1.0,1500-1559,1631,1604.0,-27.0,0.0,0.0,-2.0,1600-1659,0.0,,0.0,151.0,131.0,114.0,726.0,3,,,,,
565404,12,26,1,2022-12-26,YX,N421YX,4733,14122,PIT,"Pittsburgh, PA",PA,12953,LGA,"New York, NY",NY,1812,1811.0,-1.0,0.0,0.0,-1.0,1800-1859,1935,2002.0,27.0,27.0,1.0,1.0,1900-1959,0.0,,0.0,83.0,111.0,59.0,335.0,2,0.0,0.0,27.0,0.0,0.0
288905,12,26,1,2022-12-26,NK,N612NK,883,14843,SJU,"San Juan, PR",PR,13204,MCO,"Orlando, FL",FL,540,,,,,,0001-0559,747,,,,,,0700-0759,1.0,B,0.0,187.0,,,1189.0,5,,,,,
357426,12,18,7,2022-12-18,QX,N652MK,2185,13264,MFR,"Medford, OR",OR,14747,SEA,"Seattle, WA",WA,700,712.0,12.0,12.0,0.0,0.0,0700-0759,828,854.0,26.0,26.0,1.0,1.0,0800-0859,0.0,,0.0,88.0,102.0,66.0,352.0,2,12.0,0.0,14.0,0.0,0.0
115499,12,26,1,2022-12-26,AS,N292AK,629,14057,PDX,"Portland, OR",OR,14747,SEA,"Seattle, WA",WA,1315,,,,,,1300-1359,1425,,,,,,1400-1459,1.0,A,0.0,70.0,,,129.0,1,,,,,
329134,12,22,4,2022-12-22,OO,N868AS,5239,11292,DEN,"Denver, CO",CO,11122,CPR,"Casper, WY",WY,2038,,,,,,2000-2059,2150,,,,,,2100-2159,1.0,B,0.0,72.0,,,230.0,1,,,,,
14960,12,28,3,2022-12-28,9E,N925XJ,5422,14122,PIT,"Pittsburgh, PA",PA,12478,JFK,"New York, NY",NY,1530,1523.0,-7.0,0.0,0.0,-1.0,1500-1559,1707,1642.0,-25.0,0.0,0.0,-2.0,1700-1759,0.0,,0.0,97.0,79.0,63.0,340.0,2,,,,,
554925,12,15,4,2022-12-15,YV,N88325,6061,12266,IAH,"Houston, TX",TX,13495,MSY,"New Orleans, LA",LA,1210,1234.0,24.0,24.0,1.0,1.0,1200-1259,1328,1349.0,21.0,21.0,1.0,1.0,1300-1359,0.0,,0.0,78.0,75.0,46.0,305.0,2,21.0,0.0,0.0,0.0,0.0
220869,12,5,1,2022-12-05,F9,N369FR,559,14492,RDU,"Raleigh/Durham, NC",NC,11292,DEN,"Denver, CO",CO,831,824.0,-7.0,0.0,0.0,-1.0,0800-0859,1046,1029.0,-17.0,0.0,0.0,-2.0,1000-1059,0.0,,0.0,255.0,245.0,219.0,1436.0,6,,,,,
358853,12,26,1,2022-12-26,QX,N625QX,2099,14303,PUW,"Pullman, WA",WA,14747,SEA,"Seattle, WA",WA,1750,1808.0,18.0,18.0,1.0,1.0,1700-1759,1906,1923.0,17.0,17.0,1.0,1.0,1900-1959,0.0,,0.0,76.0,75.0,51.0,250.0,2,0.0,0.0,0.0,17.0,0.0
286733,12,8,4,2022-12-08,NK,N937NK,680,13495,MSY,"New Orleans, LA",LA,11697,FLL,"Fort Lauderdale, FL",FL,1600,1600.0,0.0,0.0,0.0,0.0,1600-1659,1854,1852.0,-2.0,0.0,0.0,-1.0,1800-1859,0.0,,0.0,114.0,112.0,91.0,674.0,3,,,,,
100279,12,2,5,2022-12-02,AS,N846VA,1112,12889,LAS,"Las Vegas, NV",NV,14771,SFO,"San Francisco, CA",CA,615,605.0,-10.0,0.0,0.0,-1.0,0600-0659,800,802.0,2.0,2.0,0.0,0.0,0800-0859,0.0,,0.0,105.0,117.0,72.0,414.0,2,,,,,
55475,12,3,6,2022-12-03,AA,N989AU,1986,11298,DFW,"Dallas/Fort Worth, TX",TX,14057,PDX,"Portland, OR",OR,1705,1845.0,100.0,100.0,1.0,6.0,1700-1759,1914,2056.0,102.0,102.0,1.0,6.0,1900-1959,0.0,,0.0,249.0,251.0,229.0,1616.0,7,100.0,0.0,2.0,0.0,0.0
562235,12,7,3,2022-12-07,YX,N432YX,4555,12953,LGA,"New York, NY",NY,11624,EYW,"Key West, FL",FL,1000,955.0,-5.0,0.0,0.0,-1.0,1000-1059,1343,1305.0,-38.0,0.0,0.0,-2.0,1300-1359,0.0,,0.0,223.0,190.0,164.0,1207.0,5,,,,,
54567,12,12,1,2022-12-12,AA,N562UW,1961,14683,SAT,"San Antonio, TX",TX,11298,DFW,"Dallas/Fort Worth, TX",TX,1627,1736.0,69.0,69.0,1.0,4.0,1600-1659,1739,1850.0,71.0,71.0,1.0,4.0,1700-1759,0.0,,0.0,72.0,74.0,46.0,247.0,1,0.0,0.0,2.0,0.0,69.0
458141,12,26,1,2022-12-26,WN,N267WN,296,10423,AUS,"Austin, TX",TX,12892,LAX,"Los Angeles, CA",CA,2200,,,,,,2200-2259,2320,,,,,,2300-2359,1.0,A,0.0,200.0,,,1242.0,5,,,,,
516284,12,22,4,2022-12-22,WN,N8534Z,1278,14107,PHX,"Phoenix, AZ",AZ,12892,LAX,"Los Angeles, CA",CA,1655,1832.0,97.0,97.0,1.0,6.0,1600-1659,1725,1852.0,87.0,87.0,1.0,5.0,1700-1759,0.0,,0.0,90.0,80.0,58.0,370.0,2,0.0,0.0,0.0,0.0,87.0
112891,12,22,4,2022-12-22,AS,N928VA,553,12264,IAD,"Washington, DC",VA,14771,SFO,"San Francisco, CA",CA,1730,1813.0,43.0,43.0,1.0,2.0,1700-1759,2031,2138.0,67.0,67.0,1.0,4.0,2000-2059,0.0,,0.0,361.0,385.0,355.0,2420.0,10,0.0,0.0,44.0,0.0,23.0
354732,12,3,6,2022-12-03,QX,N637QX,2003,13796,OAK,"Oakland, CA",CA,14747,SEA,"Seattle, WA",WA,1805,1825.0,20.0,20.0,1.0,1.0,1800-1859,2013,2018.0,5.0,5.0,0.0,0.0,2000-2059,0.0,,0.0,128.0,113.0,85.0,672.0,3,,,,,
519972,12,30,5,2022-12-30,WN,N8815L,1222,10821,BWI,"Baltimore, MD",MD,14869,SLC,"Salt Lake City, UT",UT,945,1000.0,15.0,15.0,1.0,1.0,0900-0959,1255,1246.0,-9.0,0.0,0.0,-1.0,1200-1259,0.0,,0.0,310.0,286.0,259.0,1865.0,8,,,,,
13242,12,7,3,2022-12-07,9E,N306PQ,5313,13485,MSN,"Madison, WI",WI,12953,LGA,"New York, NY",NY,1210,1206.0,-4.0,0.0,0.0,-1.0,1200-1259,1527,1521.0,-6.0,0.0,0.0,-1.0,1500-1559,0.0,,0.0,137.0,135.0,109.0,812.0,4,,,,,
260989,12,16,5,2022-12-16,MQ,N280NN,3767,11298,DFW,"Dallas/Fort Worth, TX",TX,14783,SGF,"Springfield, MO",MO,1436,1432.0,-4.0,0.0,0.0,-1.0,1400-1459,1554,1600.0,6.0,6.0,0.0,0.0,1500-1559,0.0,,0.0,78.0,88.0,49.0,364.0,2,,,,,
32648,12,31,6,2022-12-31,AA,N338RS,2561,13930,ORD,"Chicago, IL",IL,14635,RSW,"Fort Myers, FL",FL,955,1128.0,93.0,93.0,1.0,6.0,0900-0959,1400,1540.0,100.0,100.0,1.0,6.0,1400-1459,0.0,,0.0,185.0,192.0,163.0,1120.0,5,0.0,0.0,9.0,0.0,91.0
514281,12,22,4,2022-12-22,WN,N8568Z,3825,11259,DAL,"Dallas, TX",TX,14679,SAN,"San Diego, CA",CA,2205,,,,,,2200-2259,2320,,,,,,2300-2359,1.0,B,0.0,195.0,,,1182.0,5,,,,,
444313,12,10,6,2022-12-10,WN,N282WN,895,10800,BUR,"Burbank, CA",CA,14107,PHX,"Phoenix, AZ",AZ,1825,2005.0,100.0,100.0,1.0,6.0,1800-1859,2050,2216.0,86.0,86.0,1.0,5.0,2000-2059,0.0,,0.0,85.0,71.0,58.0,369.0,2,0.0,0.0,0.0,0.0,86.0
262621,12,3,6,2022-12-03,MQ,N939AE,3872,13930,ORD,"Chicago, IL",IL,15380,TVC,"Traverse City, MI",MI,930,1134.0,124.0,124.0,1.0,8.0,0900-0959,1144,1331.0,107.0,107.0,1.0,7.0,1100-1159,0.0,,0.0,74.0,57.0,42.0,224.0,1,0.0,0.0,0.0,0.0,107.0
399429,12,9,5,2022-12-09,UA,N66848,1589,12889,LAS,"Las Vegas, NV",NV,11618,EWR,"Newark, NJ",NJ,1044,1042.0,-2.0,0.0,0.0,-1.0,1000-1059,1835,1838.0,3.0,3.0,0.0,0.0,1800-1859,0.0,,0.0,291.0,296.0,244.0,2228.0,9,,,,,
310379,12,19,1,2022-12-19,OO,N511SY,3151,13851,OKC,"Oklahoma City, OK",OK,12892,LAX,"Los Angeles, CA",CA,800,833.0,33.0,33.0,1.0,2.0,0800-0859,921,937.0,16.0,16.0,1.0,1.0,0900-0959,0.0,,0.0,201.0,184.0,166.0,1187.0,5,16.0,0.0,0.0,0.0,0.0
214739,12,17,6,2022-12-17,DL,N373DX,2414,13204,MCO,"Orlando, FL",FL,13487,MSP,"Minneapolis, MN",MN,1729,1745.0,16.0,16.0,1.0,1.0,1700-1759,2005,2028.0,23.0,23.0,1.0,1.0,2000-2059,0.0,,0.0,216.0,223.0,183.0,1310.0,6,16.0,0.0,7.0,0.0,0.0
489350,12,28,3,2022-12-28,WN,N428WN,2872,11193,CVG,"Cincinnati, OH",KY,13232,MDW,"Chicago, IL",IL,1645,1738.0,53.0,53.0,1.0,3.0,1600-1659,1655,1734.0,39.0,39.0,1.0,2.0,1600-1659,0.0,,0.0,70.0,56.0,44.0,249.0,1,0.0,0.0,0.0,0.0,39.0
147150,12,1,4,2022-12-01,DL,N325US,418,10397,ATL,"Atlanta, GA",GA,11278,DCA,"Washington, DC",VA,1124,1204.0,40.0,40.0,1.0,2.0,1100-1159,1259,1330.0,31.0,31.0,1.0,2.0,1200-1259,0.0,,0.0,95.0,86.0,72.0,547.0,3,0.0,0.0,0.0,0.0,31.0
542436,12,23,5,2022-12-23,WN,N256WN,3255,13232,MDW,"Chicago, IL",IL,11259,DAL,"Dallas, TX",TX,1115,1159.0,44.0,44.0,1.0,2.0,1100-1159,1340,1457.0,77.0,77.0,1.0,5.0,1300-1359,0.0,,0.0,145.0,178.0,120.0,793.0,4,0.0,33.0,33.0,0.0,11.0
88480,12,19,1,2022-12-19,AA,N886NN,2400,11298,DFW,"Dallas/Fort Worth, TX",TX,15370,TUL,"Tulsa, OK",OK,1830,1827.0,-3.0,0.0,0.0,-1.0,1800-1859,1933,1925.0,-8.0,0.0,0.0,-1.0,1900-1959,0.0,,0.0,63.0,58.0,41.0,237.0,1,,,,,
432955,12,1,4,2022-12-01,G7,N503GJ,4391,13930,ORD,"Chicago, IL",IL,11433,DTW,"Detroit, MI",MI,1035,1025.0,-10.0,0.0,0.0,-1.0,1000-1059,1259,1233.0,-26.0,0.0,0.0,-2.0,1200-1259,0.0,,0.0,84.0,68.0,44.0,235.0,1,,,,,
330294,12,19,1,2022-12-19,OO,N789SK,4645,10372,ASE,"Aspen, CO",CO,14771,SFO,"San Francisco, CA",CA,1910,1900.0,-10.0,0.0,0.0,-1.0,1900-1959,2051,2041.0,-10.0,0.0,0.0,-1.0,2000-2059,0.0,,0.0,161.0,161.0,130.0,848.0,4,,,,,
339377,12,8,4,2022-12-08,OO,N613CZ,3681,11042,CLE,"Cleveland, OH",OH,10721,BOS,"Boston, MA",MA,1100,1055.0,-5.0,0.0,0.0,-1.0,1100-1159,1239,1226.0,-13.0,0.0,0.0,-1.0,1200-1259,0.0,,0.0,99.0,91.0,69.0,563.0,3,,,,,
107678,12,14,3,2022-12-14,AS,N569AS,812,13830,OGG,"Kahului, HI",HI,14831,SJC,"San Jose, CA",CA,1325,1341.0,16.0,16.0,1.0,1.0,1300-1359,2022,2032.0,10.0,10.0,0.0,0.0,2000-2059,0.0,,0.0,297.0,291.0,274.0,2356.0,10,,,,,
326308,12,23,5,2022-12-23,OO,N181SY,3409,15023,STS,"Santa Rosa, CA",CA,14679,SAN,"San Diego, CA",CA,1735,1932.0,117.0,117.0,1.0,7.0,1700-1759,1904,2116.0,131.0,131.0,1.0,8.0,1900-1959,0.0,,0.0,89.0,103.0,66.0,508.0,3,131.0,0.0,0.0,0.0,0.0
72099,12,16,5,2022-12-16,AA,N976NN,2086,14908,SNA,"Santa Ana, CA",CA,13930,ORD,"Chicago, IL",IL,1205,1315.0,70.0,70.0,1.0,4.0,1200-1259,1814,1929.0,75.0,75.0,1.0,5.0,1800-1859,0.0,,0.0,249.0,254.0,218.0,1726.0,7,46.0,0.0,5.0,0.0,24.0
9603,12,21,3,2022-12-21,9E,N913XJ,5102,11433,DTW,"Detroit, MI",MI,14492,RDU,"Raleigh/Durham, NC",NC,1522,1604.0,42.0,42.0,1.0,2.0,1500-1559,1711,1756.0,45.0,45.0,1.0,3.0,1700-1759,0.0,,0.0,109.0,112.0,79.0,501.0,3,42.0,0.0,3.0,0.0,0.0
46865,12,11,7,2022-12-11,AA,N335PH,486,14908,SNA,"Santa Ana, CA",CA,14107,PHX,"Phoenix, AZ",AZ,745,812.0,1467.0,1467.0,1.0,12.0,0700-0759,1012,1032.0,1460.0,1460.0,1.0,12.0,1000-1059,0.0,,0.0,87.0,80.0,52.0,338.0,2,1460.0,0.0,0.0,0.0,0.0
450541,12,17,6,2022-12-17,WN,N729SW,1050,14893,SMF,"Sacramento, CA",CA,14057,PDX,"Portland, OR",OR,1415,1440.0,25.0,25.0,1.0,1.0,1400-1459,1550,1602.0,12.0,12.0,0.0,0.0,1500-1559,0.0,,0.0,95.0,82.0,69.0,479.0,2,,,,,
207082,12,13,2,2022-12-13,DL,N819DX,1210,10397,ATL,"Atlanta, GA",GA,13487,MSP,"Minneapolis, MN",MN,1926,1924.0,-2.0,0.0,0.0,-1.0,1900-1959,2105,2056.0,-9.0,0.0,0.0,-1.0,2100-2159,0.0,,0.0,159.0,152.0,128.0,907.0,4,,,,,
101938,12,5,1,2022-12-05,AS,N288AK,620,11292,DEN,"Denver, CO",CO,14747,SEA,"Seattle, WA",WA,1540,1615.0,35.0,35.0,1.0,2.0,1500-1559,1744,1819.0,35.0,35.0,1.0,2.0,1700-1759,0.0,,0.0,184.0,184.0,151.0,1024.0,5,35.0,0.0,0.0,0.0,0.0
70567,12,23,5,2022-12-23,AA,N744P,2037,11057,CLT,"Charlotte, NC",NC,10431,AVL,"Asheville, NC",NC,1631,1756.0,85.0,85.0,1.0,5.0,1600-1659,1717,1842.0,85.0,85.0,1.0,5.0,1700-1759,0.0,,0.0,46.0,46.0,25.0,91.0,1,0.0,0.0,0.0,0.0,85.0
576343,12,12,1,2022-12-12,YX,N727YX,3443,11618,EWR,"Newark, NJ",NJ,11278,DCA,"Washington, DC",VA,600,558.0,-2.0,0.0,0.0,-1.0,0600-0659,713,722.0,9.0,9.0,0.0,0.0,0700-0759,0.0,,0.0,73.0,84.0,44.0,199.0,1,,,,,
519426,12,30,5,2022-12-30,WN,N955WN,2735,10397,ATL,"Atlanta, GA",GA,14100,PHL,"Philadelphia, PA",PA,950,950.0,0.0,0.0,0.0,0.0,0900-0959,1145,1134.0,-11.0,0.0,0.0,-1.0,1100-1159,0.0,,0.0,115.0,104.0,92.0,666.0,3,,,,,
362290,12,30,5,2022-12-30,UA,N62884,1782,10713,BOI,"Boise, ID",ID,11292,DEN,"Denver, CO",CO,630,627.0,-3.0,0.0,0.0,-1.0,0600-0659,829,804.0,-25.0,0.0,0.0,-2.0,0800-0859,0.0,,0.0,119.0,97.0,80.0,649.0,3,,,,,
47561,12,29,4,2022-12-29,AA,N986AN,512,13303,MIA,"Miami, FL",FL,11298,DFW,"Dallas/Fort Worth, TX",TX,1739,1736.0,-3.0,0.0,0.0,-1.0,1700-1759,2000,1957.0,-3.0,0.0,0.0,-1.0,2000-2059,0.0,,0.0,201.0,201.0,180.0,1121.0,5,,,,,
346939,12,8,4,2022-12-08,OO,N311SY,3501,12892,LAX,"Los Angeles, CA",CA,14570,RNO,"Reno, NV",NV,900,917.0,17.0,17.0,1.0,1.0,0900-0959,1036,1045.0,9.0,9.0,0.0,0.0,1000-1059,0.0,,0.0,96.0,88.0,68.0,391.0,2,,,,,
530766,12,8,4,2022-12-08,WN,N8804L,681,12889,LAS,"Las Vegas, NV",NV,12954,LGB,"Long Beach, CA",CA,1435,1433.0,-2.0,0.0,0.0,-1.0,1400-1459,1545,1537.0,-8.0,0.0,0.0,-1.0,1500-1559,0.0,,0.0,70.0,64.0,48.0,231.0,1,,,,,
436290,12,1,4,2022-12-01,WN,N8305E,345,14679,SAN,"San Diego, CA",CA,11292,DEN,"Denver, CO",CO,1150,1236.0,46.0,46.0,1.0,3.0,1100-1159,1505,1610.0,65.0,65.0,1.0,4.0,1500-1559,0.0,,0.0,135.0,154.0,101.0,853.0,4,11.0,0.0,19.0,0.0,35.0
121536,12,12,1,2022-12-12,B6,N957JB,1152,13204,MCO,"Orlando, FL",FL,10721,BOS,"Boston, MA",MA,1815,1928.0,73.0,73.0,1.0,4.0,1800-1859,2114,2244.0,90.0,90.0,1.0,6.0,2100-2159,0.0,,0.0,179.0,196.0,155.0,1121.0,5,16.0,0.0,17.0,0.0,57.0
517429,12,23,5,2022-12-23,WN,N450WN,3476,10423,AUS,"Austin, TX",TX,11540,ELP,"El Paso, TX",TX,955,1148.0,113.0,113.0,1.0,7.0,0900-0959,1030,1234.0,124.0,124.0,1.0,8.0,1000-1059,0.0,,0.0,95.0,106.0,82.0,528.0,3,13.0,0.0,11.0,0.0,100.0
68246,12,11,7,2022-12-11,AA,N702UW,1162,12953,LGA,"New York, NY",NY,15016,STL,"St. Louis, MO",MO,1700,1716.0,16.0,16.0,1.0,1.0,1700-1759,1855,1926.0,31.0,31.0,1.0,2.0,1800-1859,0.0,,0.0,175.0,190.0,140.0,888.0,4,16.0,0.0,15.0,0.0,0.0
51330,12,18,7,2022-12-18,AA,N715UW,1859,12953,LGA,"New York, NY",NY,14492,RDU,"Raleigh/Durham, NC",NC,1430,1524.0,54.0,54.0,1.0,3.0,1400-1459,1624,1657.0,33.0,33.0,1.0,2.0,1600-1659,0.0,,0.0,114.0,93.0,72.0,431.0,2,33.0,0.0,0.0,0.0,0.0
297509,12,4,7,2022-12-04,OH,N533AE,5289,11278,DCA,"Washington, DC",VA,12197,HPN,"White Plains, NY",NY,2015,2010.0,-5.0,0.0,0.0,-1.0,2000-2059,2140,2158.0,18.0,18.0,1.0,1.0,2100-2159,0.0,,0.0,85.0,108.0,48.0,234.0,1,0.0,0.0,18.0,0.0,0.0
5356,12,4,7,2022-12-04,9E,N913XJ,4853,12953,LGA,"New York, NY",NY,11267,DAY,"Dayton, OH",OH,1150,1155.0,5.0,5.0,0.0,0.0,1100-1159,1410,1430.0,20.0,20.0,1.0,1.0,1400-1459,0.0,,0.0,140.0,155.0,101.0,549.0,3,0.0,0.0,20.0,0.0,0.0
16955,12,30,5,2022-12-30,AA,N957AN,539,10423,AUS,"Austin, TX",TX,12892,LAX,"Los Angeles, CA",CA,1335,1335.0,0.0,0.0,0.0,0.0,1300-1359,1502,1501.0,-1.0,0.0,0.0,-1.0,1500-1559,0.0,,0.0,207.0,206.0,182.0,1242.0,5,,,,,
322674,12,21,3,2022-12-21,OO,N430SY,3393,13796,OAK,"Oakland, CA",CA,14747,SEA,"Seattle, WA",WA,1010,1000.0,-10.0,0.0,0.0,-1.0,1000-1059,1220,1224.0,4.0,4.0,0.0,0.0,1200-1259,0.0,,0.0,130.0,144.0,108.0,672.0,3,,,,,
68144,12,23,5,2022-12-23,AA,N737US,1156,10721,BOS,"Boston, MA",MA,13303,MIA,"Miami, FL",FL,1250,,,,,,1200-1259,1629,,,,,,1600-1659,1.0,B,0.0,219.0,,,1258.0,6,,,,,
223249,12,11,7,2022-12-11,F9,,1017,13204,MCO,"Orlando, FL",FL,10397,ATL,"Atlanta, GA",GA,530,,,,,,0001-0559,709,,,,,,0700-0759,1.0,A,0.0,99.0,,,404.0,2,,,,,
449060,12,17,6,2022-12-17,WN,N461WN,423,12889,LAS,"Las Vegas, NV",NV,15016,STL,"St. Louis, MO",MO,615,614.0,-1.0,0.0,0.0,-1.0,0600-0659,1120,1114.0,-6.0,0.0,0.0,-1.0,1100-1159,0.0,,0.0,185.0,180.0,162.0,1371.0,6,,,,,
138554,12,21,3,2022-12-21,B6,N796JB,372,11697,FLL,"Fort Lauderdale, FL",FL,12953,LGA,"New York, NY",NY,1120,1112.0,-8.0,0.0,0.0,-1.0,1100-1159,1416,1401.0,-15.0,0.0,0.0,-1.0,1400-1459,0.0,,0.0,176.0,169.0,143.0,1076.0,5,,,,,
400096,12,9,5,2022-12-09,UA,N492UA,571,15304,TPA,"Tampa, FL",FL,13930,ORD,"Chicago, IL",IL,1143,1204.0,21.0,21.0,1.0,1.0,1100-1159,1339,1403.0,24.0,24.0,1.0,1.0,1300-1359,0.0,,0.0,176.0,179.0,148.0,1012.0,5,14.0,0.0,3.0,0.0,7.0
366152,12,28,3,2022-12-28,UA,N14231,1798,14107,PHX,"Phoenix, AZ",AZ,13930,ORD,"Chicago, IL",IL,1932,1933.0,1.0,1.0,0.0,0.0,1900-1959,2356,2334.0,-22.0,0.0,0.0,-2.0,2300-2359,0.0,,0.0,204.0,181.0,162.0,1440.0,6,,,,,
224363,12,13,2,2022-12-13,F9,N360FR,490,11292,DEN,"Denver, CO",CO,11637,FAR,"Fargo, ND",ND,1104,1103.0,-1.0,0.0,0.0,-1.0,1100-1159,1359,1430.0,31.0,31.0,1.0,2.0,1300-1359,0.0,,0.0,115.0,147.0,83.0,627.0,3,0.0,0.0,31.0,0.0,0.0
79592,12,28,3,2022-12-28,AA,N579UW,1294,14107,PHX,"Phoenix, AZ",AZ,14100,PHL,"Philadelphia, PA",PA,1646,1705.0,19.0,19.0,1.0,1.0,1600-1659,2309,2320.0,12.0,12.0,0.0,0.0,2300-2359,0.0,,0.0,263.0,256.0,232.0,2076.0,9,,,,,
415703,12,4,7,2022-12-04,UA,N479UA,1649,12892,LAX,"Los Angeles, CA",CA,14107,PHX,"Phoenix, AZ",AZ,1851,1847.0,-4.0,0.0,0.0,-1.0,1800-1859,2116,2126.0,10.0,10.0,0.0,0.0,2100-2159,0.0,,0.0,85.0,99.0,59.0,370.0,2,,,,,
291551,12,10,6,2022-12-10,OH,N580NN,5085,10431,AVL,"Asheville, NC",NC,11057,CLT,"Charlotte, NC",NC,1105,1054.0,-11.0,0.0,0.0,-1.0,1100-1159,1212,1157.0,-15.0,0.0,0.0,-1.0,1200-1259,0.0,,0.0,67.0,63.0,30.0,91.0,1,,,,,
239546,12,24,6,2022-12-24,G4,282NV,2904,11423,DSM,"Des Moines, IA",IA,14761,SFB,"Sanford, FL",FL,1912,2312.0,240.0,240.0,1.0,12.0,1900-1959,2252,246.0,234.0,234.0,1.0,12.0,2200-2259,0.0,,0.0,160.0,154.0,137.0,1124.0,5,234.0,0.0,0.0,0.0,0.0
193014,12,12,1,2022-12-12,DL,N888DU,1014,10721,BOS,"Boston, MA",MA,14869,SLC,"Salt Lake City, UT",UT,610,643.0,33.0,33.0,1.0,2.0,0600-0659,952,1007.0,15.0,15.0,1.0,1.0,0900-0959,0.0,,0.0,342.0,324.0,290.0,2104.0,9,0.0,15.0,0.0,0.0,0.0
41357,12,28,3,2022-12-28,AA,N575UW,259,14100,PHL,"Philadelphia, PA",PA,14107,PHX,"Phoenix, AZ",AZ,1531,1528.0,-3.0,0.0,0.0,-1.0,1500-1559,1856,1838.0,-18.0,0.0,0.0,-2.0,1800-1859,0.0,,0.0,325.0,310.0,279.0,2076.0,9,,,,,
383031,12,25,7,2022-12-25,UA,N68801,1205,12758,KOA,"Kona, HI",HI,12892,LAX,"Los Angeles, CA",CA,1425,1418.0,-7.0,0.0,0.0,-1.0,1400-1459,2148,2134.0,-14.0,0.0,0.0,-1.0,2100-2159,0.0,,0.0,323.0,316.0,302.0,2504.0,11,,,,,
119795,12,27,2,2022-12-27,B6,N179JB,342,14685,SAV,"Savannah, GA",GA,12478,JFK,"New York, NY",NY,1913,2224.0,192.0,192.0,1.0,12.0,1900-1959,2117,28.0,191.0,191.0,1.0,12.0,2100-2159,0.0,,0.0,124.0,123.0,103.0,718.0,3,13.0,0.0,0.0,0.0,178.0
231077,12,28,3,2022-12-28,F9,N362FR,1946,12889,LAS,"Las Vegas, NV",NV,10821,BWI,"Baltimore, MD",MD,2310,2336.0,26.0,26.0,1.0,1.0,2300-2359,640,714.0,34.0,34.0,1.0,2.0,0600-0659,0.0,,0.0,270.0,278.0,254.0,2106.0,9,19.0,0.0,8.0,0.0,7.0
273871,12,24,6,2022-12-24,NK,N623NK,1617,11292,DEN,"Denver, CO",CO,11433,DTW,"Detroit, MI",MI,831,900.0,29.0,29.0,1.0,1.0,0800-0859,1324,1346.0,22.0,22.0,1.0,1.0,1300-1359,0.0,,0.0,173.0,166.0,142.0,1123.0,5,0.0,0.0,2.0,0.0,20.0
272038,12,30,5,2022-12-30,NK,N677NK,1245,11697,FLL,"Fort Lauderdale, FL",FL,12266,IAH,"Houston, TX",TX,1315,1538.0,143.0,143.0,1.0,9.0,1300-1359,1508,1748.0,160.0,160.0,1.0,10.0,1500-1559,0.0,,0.0,173.0,190.0,164.0,966.0,4,143.0,0.0,17.0,0.0,0.0
494410,12,29,4,2022-12-29,WN,N8704Q,963,12892,LAX,"Los Angeles, CA",CA,13232,MDW,"Chicago, IL",IL,630,627.0,-3.0,0.0,0.0,-1.0,0600-0659,1230,1222.0,-8.0,0.0,0.0,-1.0,1200-1259,0.0,,0.0,240.0,235.0,215.0,1750.0,8,,,,,
199049,12,2,5,2022-12-02,DL,N375DN,2155,12953,LGA,"New York, NY",NY,13204,MCO,"Orlando, FL",FL,1959,2010.0,11.0,11.0,0.0,0.0,1900-1959,2257,2240.0,-17.0,0.0,0.0,-2.0,2200-2259,0.0,,0.0,178.0,150.0,122.0,950.0,4,,,,,
91523,12,2,5,2022-12-02,AA,N837NN,2506,10713,BOI,"Boise, ID",ID,11298,DFW,"Dallas/Fort Worth, TX",TX,1351,1344.0,-7.0,0.0,0.0,-1.0,1300-1359,1754,1734.0,-20.0,0.0,0.0,-2.0,1700-1759,0.0,,0.0,183.0,170.0,146.0,1272.0,6,,,,,
379296,12,27,2,2022-12-27,UA,N17753,1225,12441,JAC,"Jackson, WY",WY,11618,EWR,"Newark, NJ",NJ,1346,1840.0,294.0,294.0,1.0,12.0,1300-1359,2000,106.0,306.0,306.0,1.0,12.0,2000-2059,0.0,,0.0,254.0,266.0,215.0,1874.0,8,142.0,0.0,12.0,0.0,152.0
142795,12,8,4,2022-12-08,B6,N503JB,1286,14122,PIT,"Pittsburgh, PA",PA,10721,BOS,"Boston, MA",MA,855,,,,,,0800-0859,1029,,,,,,1000-1059,1.0,A,0.0,94.0,,,496.0,2,,,,,
471390,12,5,1,2022-12-05,WN,N7821L,1884,10423,AUS,"Austin, TX",TX,11259,DAL,"Dallas, TX",TX,2035,2029.0,-6.0,0.0,0.0,-1.0,2000-2059,2135,2136.0,0.0,0.0,0.0,0.0,2100-2159,0.0,,0.0,60.0,66.0,39.0,189.0,1,,,,,
