,Month,DayofMonth,DayOfWeek,FlightDate,Operating_Airline,Tail_Number,Flight_Number_Operating_Airline,OriginAirportID,Origin,OriginCityName,OriginState,DestAirportID,Dest,DestCityName,DestState,CRSDepTime,DepTime,DepDelay,DepDelayMinutes,DepDel15,DepartureDelayGroups,DepTimeBlk,CRSArrTime,ArrTime,ArrDelay,ArrDelayMinutes,ArrDel15,ArrivalDelayGroups,ArrTimeBlk,Cancelled,CancellationCode,Diverted,CRSElapsedTime,ActualElapsedTime,AirTime,Distance,DistanceGroup,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
144052,1,9,7,2022-01-09,OH,N574NN,5451,14108,PIA,"Peoria, IL",IL,11057,CLT,"Charlotte, NC",NC,1631,1620.0,-11.0,0.0,0.0,-1.0,1600-1659,1924,1930.0,6.0,6.0,0.0,0.0,1900-1959,0.0,,0.0,113.0,130.0,89.0,607.0,3,,,,,
404773,1,7,5,2022-01-07,B6,N564JB,1006,14057,PDX,"Portland, OR",OR,12478,JFK,"New York, NY",NY,2354,2352.0,-1.0,0.0,0.0,-1.0,2300-2359,800,759.0,-1.0,0.0,0.0,-1.0,0800-0859,0.0,,0.0,306.0,306.0,266.0,2454.0,10,,,,,
409564,1,15,6,2022-01-15,B6,N663JB,801,13204,MCO,"Orlando, FL",FL,14869,SLC,"Salt Lake City, UT",UT,1230,1304.0,34.0,34.0,1.0,2.0,1200-1259,1535,1619.0,44.0,44.0,1.0,2.0,1500-1559,0.0,,0.0,305.0,315.0,261.0,1931.0,8,23.0,0.0,10.0,0.0,11.0
176226,1,20,4,2022-01-20,WN,N933WN,2379,14893,SMF,"Sacramento, CA",CA,12889,LAS,"Las Vegas, NV",NV,1940,1936.0,-4.0,0.0,0.0,-1.0,1900-1959,2100,2048.0,-11.0,0.0,0.0,-1.0,2100-2159,0.0,,0.0,80.0,73.0,57.0,397.0,2,,,,,
29459,1,20,4,2022-01-20,DL,N363DN,1516,13487,MSP,"Minneapolis, MN",MN,13342,MKE,"Milwaukee, WI",WI,2017,2112.0,56.0,56.0,1.0,3.0,2000-2059,2147,2216.0,29.0,29.0,1.0,1.0,2100-2159,0.0,,0.0,90.0,63.0,48.0,297.0,2,29.0,0.0,0.0,0.0,0.0
166443,1,2,7,2022-01-02,WN,N734SA,1527,14635,RSW,"Fort Myers, FL",FL,13232,MDW,"Chicago, IL",IL,1530,1806.0,156.0,156.0,1.0,10.0,1500-1559,1730,2000.0,150.0,150.0,1.0,10.0,1700-1759,0.0,,0.0,180.0,174.0,156.0,1105.0,5,14.0,0.0,0.0,0.0,136.0
185676,1,30,7,2022-01-30,WN,N939WN,1632,15624,VPS,"Valparaiso, FL",FL,11259,DAL,"Dallas, TX",TX,1135,1130.0,-5.0,0.0,0.0,-1.0,1100-1159,1350,1337.0,-13.0,0.0,0.0,-1.0,1300-1359,0.0,,0.0,135.0,127.0,106.0,630.0,3,,,,,
436039,1,30,7,2022-01-30,OO,N273SY,3822,11648,FCA,"Kalispell, MT",MT,14869,SLC,"Salt Lake City, UT",UT,1759,1758.0,-1.0,0.0,0.0,-1.0,1700-1759,1944,1945.0,1.0,1.0,0.0,0.0,1900-1959,0.0,,0.0,105.0,107.0,80.0,531.0,3,,,,,
147656,1,19,3,2022-01-19,OH,N720PS,5570,14685,SAV,"Savannah, GA",GA,14100,PHL,"Philadelphia, PA",PA,735,739.0,4.0,4.0,0.0,0.0,0700-0759,928,1010.0,42.0,42.0,1.0,2.0,0900-0959,0.0,,0.0,113.0,151.0,97.0,629.0,3,0.0,4.0,38.0,0.0,0.0
279169,1,21,5,2022-01-21,YX,,4748,11057,CLT,"Charlotte, NC",NC,12323,ILM,"Wilmington, NC",NC,2225,,,,,,2200-2259,2326,,,,,,2300-2359,1.0,B,0.0,61.0,,,185.0,1,,,,,
127244,1,23,7,2022-01-23,NK,N696NK,555,13204,MCO,"Orlando, FL",FL,13495,MSY,"New Orleans, LA",LA,1902,1935.0,33.0,33.0,1.0,2.0,1900-1959,1957,2035.0,38.0,38.0,1.0,2.0,1900-1959,0.0,,0.0,115.0,120.0,97.0,551.0,3,0.0,0.0,5.0,0.0,33.0
310637,1,16,7,2022-01-16,AA,N924NN,510,14027,PBI,"West Palm Beach/Palm Beach, FL",FL,13930,ORD,"Chicago, IL",IL,1409,1459.0,50.0,50.0,1.0,3.0,1400-1459,1631,1650.0,19.0,19.0,1.0,1.0,1600-1659,0.0,,0.0,202.0,171.0,139.0,1143.0,5,0.0,0.0,0.0,0.0,19.0
533940,1,13,4,2022-01-13,UA,N34137,756,11618,EWR,"Newark, NJ",NJ,15304,TPA,"Tampa, FL",FL,915,1011.0,56.0,56.0,1.0,3.0,0900-0959,1227,1335.0,68.0,68.0,1.0,4.0,1200-1259,0.0,,0.0,192.0,204.0,149.0,997.0,4,0.0,0.0,68.0,0.0,0.0
202162,1,15,6,2022-01-15,WN,N8667D,2137,11259,DAL,"Dallas, TX",TX,11292,DEN,"Denver, CO",CO,1540,1735.0,115.0,115.0,1.0,7.0,1500-1559,1645,1827.0,102.0,102.0,1.0,6.0,1600-1659,0.0,,0.0,125.0,112.0,96.0,651.0,3,3.0,0.0,0.0,0.0,99.0
347354,1,2,7,2022-01-02,AA,N986AN,1164,12892,LAX,"Los Angeles, CA",CA,11292,DEN,"Denver, CO",CO,1657,1726.0,29.0,29.0,1.0,1.0,1600-1659,2021,2041.0,20.0,20.0,1.0,1.0,2000-2059,0.0,,0.0,144.0,135.0,112.0,862.0,4,13.0,0.0,0.0,0.0,7.0
357375,1,24,1,2022-01-24,AA,N990AN,1239,12953,LGA,"New York, NY",NY,11298,DFW,"Dallas/Fort Worth, TX",TX,1045,1036.0,-9.0,0.0,0.0,-1.0,1000-1059,1402,1445.0,43.0,43.0,1.0,2.0,1400-1459,0.0,,0.0,257.0,309.0,219.0,1389.0,6,0.0,0.0,43.0,0.0,0.0
435027,1,9,7,2022-01-09,OO,N833SK,3703,13485,MSN,"Madison, WI",WI,11433,DTW,"Detroit, MI",MI,1337,1607.0,150.0,150.0,1.0,10.0,1300-1359,1553,1829.0,156.0,156.0,1.0,10.0,1500-1559,0.0,,0.0,76.0,82.0,44.0,311.0,2,0.0,156.0,0.0,0.0,0.0
125966,1,6,4,2022-01-06,NK,N944NK,429,12889,LAS,"Las Vegas, NV",NV,14679,SAN,"San Diego, CA",CA,1055,1103.0,8.0,8.0,0.0,0.0,1000-1059,1202,1208.0,6.0,6.0,0.0,0.0,1200-1259,0.0,,0.0,67.0,65.0,43.0,258.0,2,,,,,
372747,1,28,5,2022-01-28,AA,N828AW,2667,14122,PIT,"Pittsburgh, PA",PA,11298,DFW,"Dallas/Fort Worth, TX",TX,1135,1231.0,56.0,56.0,1.0,3.0,1100-1159,1400,1503.0,63.0,63.0,1.0,4.0,1400-1459,0.0,,0.0,205.0,212.0,158.0,1067.0,5,0.0,0.0,7.0,0.0,56.0
410602,1,17,1,2022-01-17,B6,N991JT,263,12478,JFK,"New York, NY",NY,14747,SEA,"Seattle, WA",WA,1915,2052.0,98.0,98.0,1.0,6.0,1900-1959,2249,2400.0,71.0,71.0,1.0,4.0,2200-2259,0.0,,0.0,394.0,367.0,347.0,2422.0,10,65.0,0.0,0.0,0.0,6.0
470286,1,15,6,2022-01-15,OO,N463SW,5844,14570,RNO,"Reno, NV",NV,12892,LAX,"Los Angeles, CA",CA,1555,1545.0,-10.0,0.0,0.0,-1.0,1500-1559,1740,1717.0,-23.0,0.0,0.0,-2.0,1700-1759,0.0,,0.0,105.0,92.0,69.0,391.0,2,,,,,
170013,1,11,2,2022-01-11,WN,N7847A,5558,13232,MDW,"Chicago, IL",IL,11042,CLE,"Cleveland, OH",OH,915,912.0,-3.0,0.0,0.0,-1.0,0900-0959,1130,1114.0,-16.0,0.0,0.0,-2.0,1100-1159,0.0,,0.0,75.0,62.0,46.0,307.0,2,,,,,
231693,1,26,3,2022-01-26,WN,N557WN,2741,14685,SAV,"Savannah, GA",GA,13232,MDW,"Chicago, IL",IL,1240,1233.0,-7.0,0.0,0.0,-1.0,1200-1259,1405,1405.0,0.0,0.0,0.0,0.0,1400-1459,0.0,,0.0,145.0,152.0,118.0,758.0,4,,,,,
306134,1,5,3,2022-01-05,AA,N139AN,347,13204,MCO,"Orlando, FL",FL,11298,DFW,"Dallas/Fort Worth, TX",TX,826,822.0,-4.0,0.0,0.0,-1.0,0800-0859,1033,1016.0,-17.0,0.0,0.0,-2.0,1000-1059,0.0,,0.0,187.0,174.0,143.0,985.0,4,,,,,
309989,1,7,5,2022-01-07,AA,N961NN,486,14908,SNA,"Santa Ana, CA",CA,14107,PHX,"Phoenix, AZ",AZ,645,715.0,30.0,30.0,1.0,2.0,0600-0659,916,958.0,42.0,42.0,1.0,2.0,0900-0959,0.0,,0.0,91.0,103.0,51.0,338.0,2,30.0,0.0,12.0,0.0,0.0
40261,1,11,2,2022-01-11,DL,N317DN,767,12889,LAS,"Las Vegas, NV",NV,13487,MSP,"Minneapolis, MN",MN,630,620.0,-10.0,0.0,0.0,-1.0,0600-0659,1136,1112.0,-24.0,0.0,0.0,-2.0,1100-1159,0.0,,0.0,186.0,172.0,153.0,1299.0,6,,,,,
107865,1,2,7,2022-01-02,MQ,N616AE,4132,11298,DFW,"Dallas/Fort Worth, TX",TX,11982,GRK,"Killeen, TX",TX,1442,1521.0,39.0,39.0,1.0,2.0,1400-1459,1540,1607.0,27.0,27.0,1.0,1.0,1500-1559,0.0,,0.0,58.0,46.0,31.0,134.0,1,20.0,0.0,0.0,0.0,7.0
171757,1,12,3,2022-01-12,WN,N8632A,1330,11193,CVG,"Cincinnati, OH",KY,13204,MCO,"Orlando, FL",FL,1330,1341.0,11.0,11.0,0.0,0.0,1300-1359,1540,1534.0,-6.0,0.0,0.0,-1.0,1500-1559,0.0,,0.0,130.0,113.0,102.0,757.0,4,,,,,
511734,1,6,4,2022-01-06,UA,N15710,2322,13930,ORD,"Chicago, IL",IL,14908,SNA,"Santa Ana, CA",CA,917,912.0,-5.0,0.0,0.0,-1.0,0900-0959,1152,1129.0,-23.0,0.0,0.0,-2.0,1100-1159,0.0,,0.0,275.0,257.0,231.0,1726.0,7,,,,,
368416,1,28,5,2022-01-28,AA,N166NN,2490,13204,MCO,"Orlando, FL",FL,11298,DFW,"Dallas/Fort Worth, TX",TX,1939,2041.0,62.0,62.0,1.0,4.0,1900-1959,2145,2244.0,59.0,59.0,1.0,3.0,2100-2159,0.0,,0.0,186.0,183.0,156.0,985.0,4,39.0,0.0,0.0,0.0,20.0
271688,1,30,7,2022-01-30,YX,N223JQ,5838,12451,JAX,"Jacksonville, FL",FL,12478,JFK,"New York, NY",NY,1239,,,,,,1200-1259,1451,,,,,,1400-1459,1.0,B,0.0,132.0,,,828.0,4,,,,,
534885,1,31,1,2022-01-31,C5,N12172,4350,14576,ROC,"Rochester, NY",NY,12264,IAD,"Washington, DC",VA,1348,1344.0,-4.0,0.0,0.0,-1.0,1300-1359,1515,1448.0,-27.0,0.0,0.0,-2.0,1500-1559,0.0,,0.0,87.0,64.0,51.0,288.0,2,,,,,
456837,1,5,3,2022-01-05,OO,N116SY,5628,12266,IAH,"Houston, TX",TX,11298,DFW,"Dallas/Fort Worth, TX",TX,1815,1924.0,69.0,69.0,1.0,4.0,1800-1859,1936,2023.0,47.0,47.0,1.0,3.0,1900-1959,0.0,,0.0,81.0,59.0,41.0,224.0,1,47.0,0.0,0.0,0.0,0.0
218672,1,10,1,2022-01-10,WN,N8694E,3373,13204,MCO,"Orlando, FL",FL,10423,AUS,"Austin, TX",TX,1110,1110.0,0.0,0.0,0.0,0.0,1100-1159,1305,1247.0,-18.0,0.0,0.0,-2.0,1300-1359,0.0,,0.0,175.0,157.0,142.0,994.0,4,,,,,
215112,1,9,7,2022-01-09,WN,N964WN,3800,12206,HRL,"Harlingen/San Benito, TX",TX,12191,HOU,"Houston, TX",TX,1735,1756.0,21.0,21.0,1.0,1.0,1700-1759,1840,1907.0,27.0,27.0,1.0,1.0,1800-1859,0.0,,0.0,65.0,71.0,47.0,277.0,2,1.0,0.0,6.0,0.0,20.0
258936,1,6,4,2022-01-06,YX,N726YX,3475,12339,IND,"Indianapolis, IN",IN,11618,EWR,"Newark, NJ",NJ,1315,1313.0,-2.0,0.0,0.0,-1.0,1300-1359,1512,1530.0,18.0,18.0,1.0,1.0,1500-1559,0.0,,0.0,117.0,137.0,85.0,645.0,3,0.0,0.0,18.0,0.0,0.0
142422,1,29,6,2022-01-29,OH,N515AE,5381,11996,GSP,"Greer, SC",SC,11057,CLT,"Charlotte, NC",NC,1055,1255.0,120.0,120.0,1.0,8.0,1000-1059,1209,1357.0,108.0,108.0,1.0,7.0,1200-1259,0.0,,0.0,74.0,62.0,25.0,75.0,1,2.0,0.0,0.0,0.0,106.0
181843,1,22,6,2022-01-22,WN,N8669B,3199,13891,ONT,"Ontario, CA",CA,12889,LAS,"Las Vegas, NV",NV,1830,1823.0,-7.0,0.0,0.0,-1.0,1800-1859,1935,1933.0,-2.0,0.0,0.0,-1.0,1900-1959,0.0,,0.0,65.0,70.0,41.0,197.0,1,,,,,
84397,1,13,4,2022-01-13,G4,215NV,896,11697,FLL,"Fort Lauderdale, FL",FL,13244,MEM,"Memphis, TN",TN,1804,1816.0,12.0,12.0,0.0,0.0,1800-1859,1936,2001.0,25.0,25.0,1.0,1.0,1900-1959,0.0,,0.0,152.0,165.0,133.0,851.0,4,12.0,0.0,13.0,0.0,0.0
439644,1,13,4,2022-01-13,OO,N207SY,4666,11066,CMH,"Columbus, OH",OH,12266,IAH,"Houston, TX",TX,1100,1050.0,-10.0,0.0,0.0,-1.0,1100-1159,1303,1220.0,-43.0,0.0,0.0,-2.0,1300-1359,0.0,,0.0,183.0,150.0,133.0,986.0,4,,,,,
333689,1,13,4,2022-01-13,AA,N152UW,876,14122,PIT,"Pittsburgh, PA",PA,14107,PHX,"Phoenix, AZ",AZ,700,657.0,-3.0,0.0,0.0,-1.0,0700-0759,1014,921.0,-53.0,0.0,0.0,-2.0,1000-1059,0.0,,0.0,314.0,264.0,239.0,1814.0,8,,,,,
451,1,6,4,2022-01-06,DL,N993AT,2313,13487,MSP,"Minneapolis, MN",MN,11057,CLT,"Charlotte, NC",NC,1955,2216.0,140.0,140.0,1.0,9.0,1900-1959,2335,119.0,104.0,104.0,1.0,6.0,2300-2359,0.0,,0.0,160.0,124.0,109.0,930.0,4,0.0,104.0,0.0,0.0,0.0
234128,1,27,4,2022-01-27,WN,N949WN,1777,13232,MDW,"Chicago, IL",IL,11278,DCA,"Washington, DC",VA,1840,1846.0,6.0,6.0,0.0,0.0,1800-1859,2125,2124.0,-2.0,0.0,0.0,-1.0,2100-2159,0.0,,0.0,105.0,97.0,84.0,601.0,3,,,,,
501464,1,9,7,2022-01-09,UA,N13138,522,14771,SFO,"San Francisco, CA",CA,12478,JFK,"New York, NY",NY,1335,1755.0,260.0,260.0,1.0,12.0,1300-1359,2158,207.0,249.0,249.0,1.0,12.0,2100-2159,0.0,,0.0,323.0,312.0,290.0,2586.0,11,6.0,0.0,0.0,0.0,243.0
133805,1,10,1,2022-01-10,OH,N512AE,5101,10529,BDL,"Hartford, CT",CT,11278,DCA,"Washington, DC",VA,1345,1440.0,55.0,55.0,1.0,3.0,1300-1359,1520,1559.0,39.0,39.0,1.0,2.0,1500-1559,0.0,,0.0,95.0,79.0,61.0,313.0,2,1.0,0.0,0.0,0.0,38.0
313604,1,6,4,2022-01-06,AA,N426AN,1598,12892,LAX,"Los Angeles, CA",CA,13930,ORD,"Chicago, IL",IL,730,800.0,30.0,30.0,1.0,2.0,0700-0759,1339,1400.0,21.0,21.0,1.0,1.0,1300-1359,0.0,,0.0,249.0,240.0,214.0,1744.0,7,21.0,0.0,0.0,0.0,0.0
523178,1,3,1,2022-01-03,UA,N37273,2493,14057,PDX,"Portland, OR",OR,11292,DEN,"Denver, CO",CO,525,520.0,-5.0,0.0,0.0,-1.0,0001-0559,854,834.0,-20.0,0.0,0.0,-2.0,0800-0859,0.0,,0.0,149.0,134.0,116.0,991.0,4,,,,,
408034,1,13,4,2022-01-13,B6,N977JE,90,14679,SAN,"San Diego, CA",CA,12478,JFK,"New York, NY",NY,2124,2116.0,-8.0,0.0,0.0,-1.0,2100-2159,530,518.0,-12.0,0.0,0.0,-1.0,0001-0559,0.0,,0.0,306.0,302.0,276.0,2446.0,10,,,,,
541577,1,19,3,2022-01-19,C5,N11176,4255,12992,LIT,"Little Rock, AR",AR,12266,IAH,"Houston, TX",TX,1348,1406.0,18.0,18.0,1.0,1.0,1300-1359,1535,1752.0,137.0,137.0,1.0,9.0,1500-1559,0.0,,0.0,107.0,226.0,136.0,374.0,2,0.0,0.0,119.0,0.0,18.0
402431,1,3,1,2022-01-03,B6,N198JB,1043,11618,EWR,"Newark, NJ",NJ,14027,PBI,"West Palm Beach/Palm Beach, FL",FL,1700,1742.0,42.0,42.0,1.0,2.0,1700-1759,2003,2038.0,35.0,35.0,1.0,2.0,2000-2059,0.0,,0.0,183.0,176.0,147.0,1023.0,5,35.0,0.0,0.0,0.0,0.0
512203,1,6,4,2022-01-06,UA,N447UA,1753,11292,DEN,"Denver, CO",CO,11986,GRR,"Grand Rapids, MI",MI,1110,1141.0,31.0,31.0,1.0,2.0,1100-1159,1545,1614.0,29.0,29.0,1.0,1.0,1500-1559,0.0,,0.0,155.0,153.0,126.0,1015.0,5,25.0,0.0,0.0,0.0,4.0
122833,1,7,5,2022-01-07,NK,N627NK,297,10721,BOS,"Boston, MA",MA,15304,TPA,"Tampa, FL",FL,1105,,,,,,1100-1159,1429,,,,,,1400-1459,1.0,B,0.0,204.0,,,1185.0,5,,,,,
437582,1,10,1,2022-01-10,OO,N613CZ,3556,14057,PDX,"Portland, OR",OR,12892,LAX,"Los Angeles, CA",CA,1630,1653.0,23.0,23.0,1.0,1.0,1600-1659,1849,1913.0,24.0,24.0,1.0,1.0,1800-1859,0.0,,0.0,139.0,140.0,113.0,834.0,4,0.0,24.0,0.0,0.0,0.0
26780,1,19,3,2022-01-19,DL,N394DX,1167,12953,LGA,"New York, NY",NY,11433,DTW,"Detroit, MI",MI,600,555.0,-5.0,0.0,0.0,-1.0,0600-0659,800,748.0,-12.0,0.0,0.0,-1.0,0800-0859,0.0,,0.0,120.0,113.0,89.0,502.0,3,,,,,
485146,1,7,5,2022-01-07,OO,N151SY,5493,10849,BZN,"Bozeman, MT",MT,11292,DEN,"Denver, CO",CO,1300,1250.0,-10.0,0.0,0.0,-1.0,1300-1359,1448,1514.0,26.0,26.0,1.0,1.0,1400-1459,0.0,,0.0,108.0,144.0,113.0,524.0,3,26.0,0.0,0.0,0.0,0.0
171509,1,12,3,2022-01-12,WN,N500WR,1334,10800,BUR,"Burbank, CA",CA,13796,OAK,"Oakland, CA",CA,710,708.0,-2.0,0.0,0.0,-1.0,0700-0759,835,819.0,-16.0,0.0,0.0,-2.0,0800-0859,0.0,,0.0,85.0,71.0,49.0,325.0,2,,,,,
391896,1,20,4,2022-01-20,AS,N629VA,1308,14747,SEA,"Seattle, WA",WA,14831,SJC,"San Jose, CA",CA,1600,1548.0,-12.0,0.0,0.0,-1.0,1600-1659,1810,1745.0,-25.0,0.0,0.0,-2.0,1800-1859,0.0,,0.0,130.0,117.0,95.0,696.0,3,,,,,
144226,1,29,6,2022-01-29,OH,,5456,11278,DCA,"Washington, DC",VA,14307,PVD,"Providence, RI",RI,1244,,,,,,1200-1259,1410,,,,,,1400-1459,1.0,B,0.0,86.0,,,356.0,2,,,,,
160463,1,1,6,2022-01-01,WN,N725SW,2717,10721,BOS,"Boston, MA",MA,11292,DEN,"Denver, CO",CO,700,700.0,0.0,0.0,0.0,0.0,0700-0759,950,1126.0,96.0,96.0,1.0,6.0,0900-0959,0.0,,0.0,290.0,386.0,312.0,1754.0,8,0.0,0.0,96.0,0.0,0.0
555484,1,15,6,2022-01-15,YV,N86312,6103,11423,DSM,"Des Moines, IA",IA,13930,ORD,"Chicago, IL",IL,1530,1529.0,-1.0,0.0,0.0,-1.0,1500-1559,1707,1653.0,-14.0,0.0,0.0,-1.0,1700-1759,0.0,,0.0,97.0,84.0,54.0,299.0,2,,,,,
441081,1,3,1,2022-01-03,OO,N433SW,5705,14771,SFO,"San Francisco, CA",CA,14262,PSP,"Palm Springs, CA",CA,1825,1944.0,79.0,79.0,1.0,5.0,1800-1859,1959,2108.0,68.0,68.0,1.0,4.0,1900-1959,0.0,,0.0,94.0,83.0,57.0,421.0,2,0.0,0.0,0.0,0.0,68.0
109400,1,11,2,2022-01-11,MQ,N236NN,4175,11298,DFW,"Dallas/Fort Worth, TX",TX,12992,LIT,"Little Rock, AR",AR,1443,1513.0,30.0,30.0,1.0,2.0,1400-1459,1600,1642.0,42.0,42.0,1.0,2.0,1600-1659,0.0,,0.0,77.0,89.0,69.0,304.0,2,30.0,0.0,12.0,0.0,0.0
345916,1,10,1,2022-01-10,AA,N118US,1097,11057,CLT,"Charlotte, NC",NC,10529,BDL,"Hartford, CT",CT,1255,1249.0,-6.0,0.0,0.0,-1.0,1200-1259,1441,1430.0,-11.0,0.0,0.0,-1.0,1400-1459,0.0,,0.0,106.0,101.0,86.0,644.0,3,,,,,
67485,1,6,4,2022-01-06,F9,N717FR,2094,12889,LAS,"Las Vegas, NV",NV,15016,STL,"St. Louis, MO",MO,43,345.0,182.0,182.0,1.0,12.0,0001-0559,548,854.0,186.0,186.0,1.0,12.0,0001-0559,0.0,,0.0,185.0,189.0,163.0,1371.0,6,114.0,0.0,4.0,0.0,68.0
361969,1,14,5,2022-01-14,AA,N995AN,1402,14107,PHX,"Phoenix, AZ",AZ,15304,TPA,"Tampa, FL",FL,957,952.0,-5.0,0.0,0.0,-1.0,0900-0959,1546,1552.0,6.0,6.0,0.0,0.0,1500-1559,0.0,,0.0,229.0,240.0,208.0,1788.0,8,,,,,
178994,1,21,5,2022-01-21,WN,N257WN,1942,14107,PHX,"Phoenix, AZ",AZ,10423,AUS,"Austin, TX",TX,615,615.0,0.0,0.0,0.0,0.0,0600-0659,925,918.0,-7.0,0.0,0.0,-1.0,0900-0959,0.0,,0.0,130.0,123.0,108.0,872.0,4,,,,,
213186,1,8,6,2022-01-08,WN,N8539V,3211,14107,PHX,"Phoenix, AZ",AZ,15016,STL,"St. Louis, MO",MO,1740,1810.0,30.0,30.0,1.0,2.0,1700-1759,2125,2144.0,18.0,18.0,1.0,1.0,2100-2159,0.0,,0.0,165.0,153.0,141.0,1262.0,6,18.0,0.0,0.0,0.0,0.0
295873,1,13,4,2022-01-13,9E,N914XJ,5201,14122,PIT,"Pittsburgh, PA",PA,12953,LGA,"New York, NY",NY,923,918.0,-5.0,0.0,0.0,-1.0,0900-0959,1056,1107.0,11.0,11.0,0.0,0.0,1000-1059,0.0,,0.0,93.0,109.0,63.0,335.0,2,,,,,
476901,1,24,1,2022-01-24,OO,N885AS,4275,11433,DTW,"Detroit, MI",MI,14150,PLN,"Pellston, MI",MI,1215,1318.0,63.0,63.0,1.0,4.0,1200-1259,1330,1508.0,98.0,98.0,1.0,6.0,1300-1359,0.0,,0.0,75.0,110.0,48.0,243.0,1,98.0,0.0,0.0,0.0,0.0
41957,1,22,6,2022-01-22,DL,N952AT,1603,13230,MDT,"Harrisburg, PA",PA,10397,ATL,"Atlanta, GA",GA,605,641.0,36.0,36.0,1.0,2.0,0600-0659,808,843.0,35.0,35.0,1.0,2.0,0800-0859,0.0,,0.0,123.0,122.0,91.0,620.0,3,35.0,0.0,0.0,0.0,0.0
408515,1,13,4,2022-01-13,B6,N985JT,1982,14771,SFO,"San Francisco, CA",CA,11618,EWR,"Newark, NJ",NJ,1325,1344.0,19.0,19.0,1.0,1.0,1300-1359,2153,2208.0,16.0,16.0,1.0,1.0,2100-2159,0.0,,0.0,328.0,325.0,281.0,2564.0,11,16.0,0.0,0.0,0.0,0.0
299929,1,23,7,2022-01-23,9E,N8969A,5377,12945,LEX,"Lexington, KY",KY,11433,DTW,"Detroit, MI",MI,1010,1039.0,29.0,29.0,1.0,1.0,1000-1059,1136,1222.0,46.0,46.0,1.0,3.0,1100-1159,0.0,,0.0,86.0,103.0,59.0,296.0,2,0.0,0.0,17.0,0.0,29.0
260405,1,12,3,2022-01-12,YX,N736YX,3519,12264,IAD,"Washington, DC",VA,11193,CVG,"Cincinnati, OH",KY,2205,,,,,,2200-2259,2344,,,,,,2300-2359,1.0,A,0.0,99.0,,,388.0,2,,,,,
178915,1,21,5,2022-01-21,WN,N8524Z,2349,13891,ONT,"Ontario, CA",CA,14831,SJC,"San Jose, CA",CA,605,601.0,-4.0,0.0,0.0,-1.0,0600-0659,715,713.0,-2.0,0.0,0.0,-1.0,0700-0759,0.0,,0.0,70.0,72.0,58.0,333.0,2,,,,,
468244,1,28,5,2022-01-28,OO,N955SW,4634,11637,FAR,"Fargo, ND",ND,13930,ORD,"Chicago, IL",IL,1430,1421.0,-9.0,0.0,0.0,-1.0,1400-1459,1637,1643.0,6.0,6.0,0.0,0.0,1600-1659,0.0,,0.0,127.0,142.0,85.0,557.0,3,,,,,
536968,1,27,4,2022-01-27,G7,N508GJ,4487,13296,MHT,"Manchester, NH",NH,11618,EWR,"Newark, NJ",NJ,535,535.0,0.0,0.0,0.0,0.0,0001-0559,659,653.0,-6.0,0.0,0.0,-1.0,0600-0659,0.0,,0.0,84.0,78.0,55.0,209.0,1,,,,,
435816,1,7,5,2022-01-07,OO,N816SK,4155,11433,DTW,"Detroit, MI",MI,13230,MDT,"Harrisburg, PA",PA,2055,2208.0,72.0,72.0,1.0,4.0,2000-2059,2231,2328.0,56.0,56.0,1.0,3.0,2200-2259,0.0,,0.0,96.0,80.0,53.0,371.0,2,0.0,56.0,0.0,0.0,0.0
445510,1,26,3,2022-01-26,OO,N181SY,3303,11298,DFW,"Dallas/Fort Worth, TX",TX,14057,PDX,"Portland, OR",OR,1605,1602.0,-3.0,0.0,0.0,-1.0,1600-1659,1831,1825.0,-6.0,0.0,0.0,-1.0,1800-1859,0.0,,0.0,266.0,263.0,235.0,1616.0,7,,,,,
257798,1,2,7,2022-01-02,YX,N722YX,3404,11618,EWR,"Newark, NJ",NJ,11042,CLE,"Cleveland, OH",OH,940,1055.0,75.0,75.0,1.0,5.0,0900-0959,1134,1300.0,86.0,86.0,1.0,5.0,1100-1159,0.0,,0.0,114.0,125.0,85.0,404.0,2,75.0,0.0,11.0,0.0,0.0
484157,1,9,7,2022-01-09,OO,N910SW,5206,15138,TBN,"Fort Leonard Wood, MO",MO,13930,ORD,"Chicago, IL",IL,953,1056.0,63.0,63.0,1.0,4.0,0900-0959,1140,1223.0,43.0,43.0,1.0,2.0,1100-1159,0.0,,0.0,107.0,87.0,59.0,369.0,2,43.0,0.0,0.0,0.0,0.0
19186,1,1,6,2022-01-01,DL,N374DX,2177,13487,MSP,"Minneapolis, MN",MN,13204,MCO,"Orlando, FL",FL,1100,1113.0,13.0,13.0,0.0,0.0,1100-1159,1518,1537.0,19.0,19.0,1.0,1.0,1500-1559,0.0,,0.0,198.0,204.0,168.0,1310.0,6,13.0,0.0,6.0,0.0,0.0
466069,1,6,4,2022-01-06,OO,N784SK,5897,12892,LAX,"Los Angeles, CA",CA,10372,ASE,"Aspen, CO",CO,1005,1053.0,48.0,48.0,1.0,3.0,1000-1059,1322,1403.0,41.0,41.0,1.0,2.0,1300-1359,0.0,,0.0,137.0,130.0,113.0,737.0,3,0.0,0.0,41.0,0.0,0.0
